Date,91_days,181_days,273_days,364_days,3_year,5_year,7_year,10_year,15_year,base_rate,interbank_rate,inflation,lending_rate,reserve,mpc,10_year_minus_91_days,10_year_minus_3_year,real_rate,taylor_rule,policy_instrument,private_credit,exchange_rate,money_supply,money_rate
3/10/2023,10.0034,11.5,13.5,15.75,22,24,25.4,27.75,27.75,9.25,9,9.9,25.49497781,11.5,raise,17.7466,5.75,15.59497781,11.9,20.75,56027623.85,110.3,144162058.1,2.589514908
3/17/2023,10.0034,11.5,13.5,15.75,22,24,25.4,27.75,27.75,9.25,9,9.9,25.63161974,11.5,raise,17.7466,5.75,15.73161974,11.9,20.75,56027623.85,110.3,144162058.1,2.589514908
3/24/2023,10.0034,11.5,13.5,15.75,22,24,25.4,27.75,27.75,9.25,9,9.9,25.89386641,11.5,raise,17.7466,5.75,15.99386641,11.9,20.75,56027623.85,110.3,144162058.1,2.589514908
3/31/2023,10.0034,11.5,13.5,15.75,22,24,25.4,27.75,27.75,9.25,9,9.9,25.12854972,11.5,raise,17.7466,5.75,15.22854972,11.9,20.75,56027623.85,110.3,144162058.1,2.589514908
4/7/2023,10.1424,11.5,13.5,15.75,22,24,25.4,27.75,27.75,9.25,9,10.2,25.75281508,11.5,raise,17.6076,5.75,15.55281508,12.2,20.75,53349138.78,100.2824861,135358049.5,-6.107022014
4/14/2023,10.0101,11.5,13.5,15.75,22,24,25.4,27.75,27.75,9.25,9,10.2,25.16753377,11.5,raise,17.7399,5.75,14.96753377,12.2,20.75,53349138.78,100.2824861,135358049.5,-6.107022014
4/21/2023,10.0101,11.5,13.5,15.75,22,24,25.4,27.75,27.75,9.25,9,10.2,24.99324729,11.5,raise,17.7399,5.75,14.79324729,12.2,20.75,53349138.78,100.2824861,135358049.5,-6.107022014
4/28/2023,10.0101,11.5,13.5,15.75,22,24,25.49,27.75,27.75,9.25,9,10.2,26.0118417,11.5,raise,17.7399,5.75,15.8118417,12.2,20.75,53349138.78,100.2824861,135358049.5,-6.107022014
5/5/2023,10,11,13.5,15.75,22,24,25.49,27.75,27.75,9.25,9,9.9,26.06432145,11.5,raise,17.75,5.75,16.16432145,11.9,20.75,53933159.41,98.01433565,148774280.8,9.911661204
5/12/2023,10,10.9,13.5,16,22,24,25.49,27.75,27.75,9.25,9,9.9,25.17306756,11.5,raise,17.75,5.75,15.27306756,11.9,20.75,53933159.41,98.01433565,148774280.8,9.911661204
5/19/2023,10,10.9,13.5,16,22,24,25.49,27.75,27.75,9.5,9,9.9,26.00547987,11.5,raise,17.75,5.75,16.10547987,11.9,21,53933159.41,98.01433565,148774280.8,9.911661204
5/26/2023,10,10.9,13.5,16,22,24,25.49,27.75,27.75,9.5,9,9.9,25.72726896,11.5,raise,17.75,5.75,15.82726896,11.9,21,53933159.41,98.01433565,148774280.8,9.911661204
6/2/2023,9.7999,11,13.3,16.05,22,24,25.49,27.75,27.75,9.5,9,9.8,25.72796187,11.5,raise,17.9501,5.75,15.92796187,11.8,21,55094497.93,98.44951336,137478191.4,-7.592770243
6/9/2023,9.7999,11,13,16.05,22,24,25.49,27.75,27.75,9.5,9,9.8,25.74364098,11.5,raise,17.9501,5.75,15.94364098,11.8,21,55094497.93,98.44951336,137478191.4,-7.592770243
6/16/2023,9.7999,11,13,16.05,22,24,25.49,27.75,27.75,9.5,9,9.8,25.75885511,11.5,raise,17.9501,5.75,15.95885511,11.8,21,55094497.93,98.44951336,137478191.4,-7.592770243
6/23/2023,9.7999,11,13,16.05,22,24.5,25.3,27.75,27.75,9.5,9,9.8,25.7408898,11.5,raise,17.9501,5.75,15.9408898,11.8,21,55094497.93,98.44951336,137478191.4,-7.592770243
6/30/2023,9.7999,11,13,16.05,22,24.5,25.3,27.75,27.75,9.5,9,9.8,25.73286432,11.5,raise,17.9501,5.75,15.93286432,11.8,21,55094497.93,98.44951336,137478191.4,-7.592770243
7/7/2023,9.7999,11,13,16.05,22,24.5,25.3,27.75,27.75,9.5,9,10.3,25.80652057,11.5,raise,17.9501,5.75,15.50652057,12.3,21,58298471.03,100.2,141258297.3,2.749603996
7/14/2023,9.7999,11,13,16.05,22,24.5,25.3,27.75,27.75,9.5,9,10.3,25.86394599,11.5,raise,17.9501,5.75,15.56394599,12.3,21,58298471.03,100.2,141258297.3,2.749603996
7/21/2023,9.7999,11,13,16.05,22,24.5,25.3,26.75,27.75,9.5,9,10.3,25.78099085,11.5,raise,16.9501,4.75,15.48099085,12.3,21,58298471.03,100.2,141258297.3,2.749603996
7/28/2023,9.5,10.3,12.5,16.05,22,24.5,25.3,26.75,27.75,9.5,9,10.3,25.69827993,11.5,raise,17.25,4.75,15.39827993,12.3,21,58298471.03,100.2,141258297.3,2.749603996
8/4/2023,9.55,10.3,12.5,16.05,22,24.5,25.3,26.75,27.75,9.5,9,10.8,25.69160983,11.5,raise,17.2,4.75,14.89160983,12.8,21,61896966.91,102.0299408,149839853.9,6.075081474
8/11/2023,9.55,10.3,12.5,16.05,22,24.5,25.3,26.75,27.75,9.5,9,10.8,25.77153511,11.5,raise,17.2,4.75,14.97153511,12.8,21,61896966.91,102.0299408,149839853.9,6.075081474
8/18/2023,9.55,10.3,12.5,16.05,22,24.5,25.3,26.75,27.75,9.5,9,10.8,25.64645493,11.5,raise,17.2,4.75,14.84645493,12.8,21,61896966.91,102.0299408,149839853.9,6.075081474
8/25/2023,9.5,10.15,12.4,15.5,22,24.5,25.3,26.75,27.75,10,9,10.8,25.55150602,11.5,raise,17.25,4.75,14.75150602,12.8,21.5,61896966.91,102.0299408,149839853.9,6.075081474
9/1/2023,9.5,10.15,12.4,15.5,22,24.5,25.3,26.75,27.75,10,9.943555556,12,25.67185972,11.5,raise,17.25,4.75,13.67185972,14,21.5,63905458.71,106.9904727,153696207,2.573649782
9/8/2023,10.15,12,15.5,15.5,22,24.5,25.3,26.75,27.75,10,10,12,25.77345961,11.5,raise,16.6,4.75,13.77345961,14,21.5,63905458.71,106.9904727,153696207,2.573649782
9/15/2023,10,12,15.5,15.5,22,24.5,25.3,26.75,27.75,10,9.779628148,12,25.95162419,11.5,raise,16.75,4.75,13.95162419,14,21.5,63905458.71,106.9904727,153696207,2.573649782
9/22/2023,10,11.95,15.3,15.5,22,24.5,25.3,26.75,27.75,10,9.88519,12,25.91820661,11.5,raise,16.75,4.75,13.91820661,14,21.5,63905458.71,106.9904727,153696207,2.573649782
9/29/2023,9.45,9.9,11.8,15.1,21.5,23.5,24.5,26,27,10,9.97,12,25.94121441,11.5,raise,16.55,4.5,13.94121441,14,21.5,63905458.71,106.9904727,153696207,2.573649782
10/6/2023,9.45,9.9,11.8,15.1,21.5,23.5,24.5,26,27,10,9.98,12.6,26.04316228,11.5,raise,16.55,4.5,13.44316228,14.6,21.5,65943986.25,109.6188683,153958847.2,0.170882662
10/13/2023,9.45,9.75,11.3,14.998,21.5,23.5,24.5,26,27,10,9.99,12.6,26.08381555,11.5,raise,16.55,4.5,13.48381555,14.6,21.5,65943986.25,109.6188683,153958847.2,0.170882662
10/20/2023,9.45,9.75,11.3,14.998,21.5,23.5,24.5,26,27,10,10,12.6,26.10645609,11.5,raise,16.55,4.5,13.50645609,14.6,21.5,65943986.25,109.6188683,153958847.2,0.170882662
10/27/2023,9.45,9.75,11.3,14.998,21,22,24,25.5,26.5,10,10,12.6,26.22537565,11.5,raise,16.05,4.5,13.62537565,14.6,21.5,65943986.25,109.6188683,153958847.2,0.170882662
11/3/2023,9.45,9.5,10.98,14.998,21,22,24,25.5,26.5,10,10,12.6,26.28537565,11.5,raise,16.05,4.5,13.68537565,14.6,21.5,67725604.68,116.8570668,156295102.8,1.517454598
11/17/2023,9.45,9.5,10.98,14.955,17,22,22.5,24,25.5,10,10,12.6,26,14.5,raise,14.55,7,13.4,14.6,24.5,67725604.68,116.8570668,156295102.8,1.517454598
12/1/2023,9.35,10.75,15.45,15.45,18,23,23.5,25,26.5,11,11.08,13.1,26.30630737,17,raise,15.65,7,13.20630737,15.1,28,71027791.79,127.0289661,166935020.3,6.807582161
12/16/2023,9.5,9.5,10.75,15.45,22,22.5,23,25.5,26.7,11,11.08,13.1,26.66161076,17,raise,16,3.5,13.56161076,15.1,28,71027791.79,127.0289661,166935020.3,6.807582161
12/22/2023,9.5,9.5,10.75,15.45,23,23.5,24,26.5,27.7,11,11.08,13.1,26.59543682,17,raise,17,3.5,13.49543682,15.1,28,71027791.79,127.0289661,166935020.3,6.807582161
12/29/2023,9.5,9.5,10.65,15.45,24,24.5,25,27.5,28.7,11,11.05,13.1,27.05,17,raise,18,3.5,13.95,15.1,28,71027791.79,127.0289661,166935020.3,6.807582161
1/12/2024,9.5,9.5,10.65,15.45,25,25.5,26,28.5,29.7,11,11,13.2,26.57773937,17,raise,19,3.5,13.37773937,15.2,28,71590210.56,131.9090076,170007173.3,1.840328622
1/26/2024,9.5,9.3,10.475,15.45,20,22,23,24.97,26.5,11,11,13.2,26.80457632,17,raise,15.47,4.97,13.60457632,15.2,28,71590210.56,132.9090076,170007173.3,1.840328622
2/9/2024,9.5,9.5,10.3,15.45,21,23,24,25.97,27.5,12.25,15.03,13.5,26.87899387,17,raise,16.47,4.97,13.37899387,15.5,29.25,71227274.34,125.0425496,126771917.8,-25.43143015
2/23/2024,9.5,9.5,10.3,15.45,20,20,22,23,24.97,12.25,20.42,13.5,27.08911887,26,raise,13.5,3,13.58911887,15.5,38.25,71227275.34,126.0425496,126771918.8,7.89E-07
3/7/2024,9.5,9.5,10.3,15.45,21,21,23,24,25.97,12.25,19.73,13.7,27.60327713,26,raise,14.5,3,13.90327713,15.7,38.25,52588235.32,127.0425496,126771919.8,7.89E-07
