Date,91_days,181_days,273_days,364_days,3_year,5_year,7_year,10_year,15_year,base_rate,interbank_rate,inflation,lending_rate,reserve,mpc,10_year_minus_91_days,10_year_minus_3_year,real_rate,taylor_rule,policy_instrument,private_credit,exchange_rate,money_supply,money_rate
7/3/2020,16.0173,21.25,27,28.75,32.7,33,25,31.5,32.5,9.25,8.98,15.8,25.79,9,lower,15.4827,-1.2,9.99,17.8,18.25,38863591.72,145.6460835,87816446.83,6.441970155
7/10/2020,14.9999,21,26.67,28,32.7,33,25,31.5,32.5,9.25,9,15.8,25.97,9,lower,16.5001,-1.2,10.17,17.8,18.25,38863591.72,145.6460835,87816446.83,6.441970155
7/17/2020,14.9999,21,26.67,28,32.7,33,25,31.5,32.5,9.25,9,15.8,25.63,9,lower,16.5001,-1.2,9.83,17.8,18.25,38863591.72,145.6460835,87816446.83,6.441970155
7/24/2020,14.5003,20,26,26.5,32.7,33,25,31.5,32.5,9.25,9,15.8,25.89,9,lower,16.9997,-1.2,10.09,17.8,18.25,38863591.72,145.6460835,87816446.83,6.441970155
7/31/2020,14.5003,20,26,26.5,32.7,33,25,31.5,32.5,9.25,8.99,15.8,25.89,9,lower,16.9997,-1.2,10.09,17.8,18.25,38863591.72,145.6460835,87816446.83,6.441970155
8/7/2020,14.5003,18.5,24,26,32.7,33,25,31.5,32.5,9.25,8.61,15.5,26.84,9,lower,16.9997,-1.2,11.34,17.5,18.25,40307696.94,150.3779024,93367280.17,6.320949602
8/14/2020,14.5003,18.5,24,26,32.7,33,25,31.5,32.5,9.25,8.56,15.5,26.87,9,lower,16.9997,-1.2,11.37,17.5,18.25,40307696.94,150.3779024,93367280.17,6.320949602
8/21/2020,14,17.5,22,25.48,32.7,33,25,31.5,32.5,8,8.34,15.5,25.56,9,lower,17.5,-1.2,10.06,17.5,17,40307696.94,150.3779024,93367280.17,6.320949602
8/28/2020,14,17.5,22,25.48,32.7,33,25,31.5,32.5,8,8.24,15.5,25.74,9,lower,17.5,-1.2,10.24,17.5,17,40307696.94,150.3779024,93367280.17,6.320949602
9/4/2020,14,17.5,21.5,25.41,32.7,33,25,31.5,32.5,8,8.24,15.7,25.77,9,lower,17.5,-1.2,10.07,17.7,17,40439128.2,158.8510262,96896133.09,3.779539163
9/11/2020,14,17.5,21.5,25.41,32.7,33,25,33,33,8,8.25,15.7,25.78,9,lower,19,0.3,10.08,17.7,17,40439128.2,158.8510262,96896133.09,3.779539163
9/18/2020,14,17,20,24.5,32.7,33,25,33,33,8,8.28,15.7,25.63,9,lower,19,0.3,9.93,17.7,17,40439128.2,158.8510262,96896133.09,3.779539163
9/25/2020,14,17,20,24.5,32.7,33,25,33,33,8,8.21,15.7,25.69,9,lower,19,0.3,9.99,17.7,17,40439128.2,158.8510262,96896133.09,3.779539163
10/2/2020,14,16.5,19.65,24.5,32.7,33,25,33,33,8,8.21,16,25.71,9,lower,19,0.3,9.71,18,17,41960163.65,161.3114175,98826203.83,1.991896559
10/9/2020,14,16.5,19.65,24.5,32.7,33,25,33,33,8,8.25,16,25.78,9,lower,19,0.3,9.78,18,17,41960163.65,161.3114175,98826203.83,1.991896559
10/16/2020,14,16.5,19.65,24.5,32.7,33,25,33,33,8,8,16,25.31,9,lower,19,0.3,9.31,18,17,41960163.65,161.3114175,98826203.83,1.991896559
10/23/2020,14,16.5,19.65,24.5,32.7,33,25,33,33.5,8,7.94,16,24.55,9,lower,19,0.3,8.55,18,17,41960163.65,161.3114175,98826203.83,1.991896559
10/30/2020,14,16,19.65,24.5,32.7,33,25,33,33.5,8,7.92,16,25.26,9,lower,19,0.3,9.26,18,17,41960163.65,161.3114175,98826203.83,1.991896559
11/6/2020,14,16,19.65,24.5,32.7,33,25,33,33.5,8,8,17.4,24.31,9,hold,19,0.3,6.91,19.4,17,43691469.12,166.8773911,100184949.4,1.374883866
11/13/2020,14,16,19.65,24.52,32.7,33,25,33,33.5,8,7.97,17.4,25.07,9,hold,19,0.3,7.67,19.4,17,43691469.12,166.8773911,100184949.4,1.374883866
11/20/2020,14,16,19.65,24.52,32.7,33,25,33,33.5,8,8.02,17.4,25.28,9,hold,19,0.3,7.88,19.4,17,43691469.12,166.8773911,100184949.4,1.374883866
11/27/2020,14,16,19.65,24.55,32.7,33,25,33,33.5,8,8.17,17.4,24.82,9,hold,19,0.3,7.42,19.4,17,43691469.12,166.8773911,100184949.4,1.374883866
12/4/2020,14,16,19.65,24.55,32.7,33,25,33,33.5,8,8.17,19.2,24.22,9,hold,19,0.3,5.02,21.2,17,43334596.8,169.9500987,103828741.1,3.637064957
12/11/2020,14,16,19.65,24.52,32.7,33,25,33,33.5,8,8.11,19.2,25.43,9,hold,19,0.3,6.23,21.2,17,43334596.8,169.9500987,103828741.1,3.637064957
12/18/2020,14,16,19.65,24.52,32.7,33,25,33,33.5,8,8.11,19.2,25.54,9,hold,19,0.3,6.34,21.2,17,43334596.8,169.9500987,103828741.1,3.637064957
12/24/2020,14,16,19.65,24.52,32.7,33,25,33,33.5,8,8.13,19.2,25.44,9,hold,19,0.3,6.24,21.2,17,43334596.8,169.9500987,103828741.1,3.637064957
12/31/2020,14,16,19.65,24.52,32.7,33,25,33,33.5,8,8.17,19.2,24.8,9,hold,19,0.3,5.6,21.2,17,43334596.8,169.9500987,103828741.1,3.637064957
1/8/2021,14,16,19.65,24.52,32.7,33,25,33,33.5,8,8.17,21.5,25.05,9,hold,19,0.3,3.55,23.5,17,43094309.59,164.1724197,105221741.9,1.341633154
1/15/2021,14,16,19.65,24.52,32.7,33,25,33,33.5,8,8.32,21.5,25.55,9,hold,19,0.3,4.05,23.5,17,43094309.59,164.1724197,105221741.9,1.341633154
1/22/2021,14.0314,16,19.65,24.52,32.7,34.5,30.1,34.5,33.7,8,8.42,21.5,25.03,9,hold,20.4686,1.8,3.53,23.5,17,43094309.59,164.1724197,105221741.9,1.341633154
1/29/2021,14.0314,16,19.5,25.75,32.7,34.5,30.1,34.5,33.7,8,8.42,21.5,25.03,9,hold,20.4686,1.8,3.53,23.5,17,43094309.59,164.1724197,105221741.9,1.341633154
2/5/2021,14.0314,16.03,19.45,25.75,32.7,34.5,30.1,34.5,33.7,8,8.43,22.2,25.49,9,hold,20.4686,1.8,3.29,24.2,17,43514543.72,164.0350291,105413963.9,0.182682847
2/12/2021,14.0314,16.03,19.45,25.75,32.7,34.5,30.1,34.5,33.7,8,8.41,22.2,24.98,9,hold,20.4686,1.8,2.78,24.2,17,43514543.72,164.0350291,105413963.9,0.182682847
2/19/2021,14.0314,16.03,20,25.75,32.7,34.5,30.1,34.5,34,8.5,8.44,22.2,26.05,9,raise,20.4686,1.8,3.85,24.2,17.5,43514543.72,164.0350291,105413963.9,0.182682847
2/26/2021,14.0314,16.03,20,25.75,32.7,34.5,30.1,34.5,34,8.5,8.44,22.2,26.01,9,raise,20.4686,1.8,3.81,24.2,17.5,43514543.72,164.0350291,105413963.9,0.182682847
3/5/2021,14.0314,16.03,20,25.75,32.7,34.5,30.1,34.5,34,8.5,8.58,22.8,25.83,9,raise,20.4686,1.8,3.03,24.8,17.5,44839629.67,161.8866934,111175786.1,5.465900328
3/11/2021,14.0314,16.03,20,25.75,32.7,34.5,30.1,34.5,34.5,8.5,8.57,22.8,25.95,9,raise,20.4686,1.8,3.15,24.8,17.5,44839629.67,161.8866934,111175786.1,5.465900328
3/19/2021,14.0314,16.03,20,25.75,32.7,34.5,30.1,34.5,34.5,8.5,8.57,22.8,25.95,9,raise,20.4686,1.8,3.15,24.8,17.5,44839629.67,161.8866934,111175786.1,5.465900328
3/26/2021,14.0314,16.03,20,25.75,32.7,34.5,30.1,34.5,34.5,8.5,8.56,22.8,26.17,9,raise,20.4686,1.8,3.37,24.8,17.5,44839629.67,161.8866934,111175786.1,5.465900328
4/2/2021,14.0314,16.03,20,25.75,32.7,34.5,30.1,34.5,34.5,8.5,8.59,22.7,26.3,9,raise,20.4686,1.8,3.6,24.7,17.5,46246644.73,163.8291323,116574529,4.856042001
4/9/2021,14.0314,16.03,20,25.75,32.7,34.5,30.1,34.5,34.5,8.5,8.62,22.7,26.28,9,raise,20.4686,1.8,3.58,24.7,17.5,46246644.73,163.8291323,116574529,4.856042001
4/16/2021,14.0314,16.03,20,25.75,32.7,34.5,30.1,34.5,34.5,8.5,8.61,22.7,26.46,9,raise,20.4686,1.8,3.76,24.7,17.5,46246644.73,163.8291323,116574529,4.856042001
4/23/2021,14.0314,16.03,20,25.75,32.7,34.5,30.1,34.5,34.5,8.5,8.6,22.7,25.72,9,raise,20.4686,1.8,3.02,24.7,17.5,46246644.73,163.8291323,116574529,4.856042001
4/30/2021,14.0314,16.03,20,25.75,32.7,34.5,30.1,34.5,34.5,8.5,8.61,22.7,26.61,9,raise,20.4686,1.8,3.91,24.7,17.5,46246644.73,163.8291323,116574529,4.856042001
5/7/2021,14.0314,16.03,20,25.75,32.7,34.5,30.1,34.5,34.5,8.5,8.62,23.2,26.41,9,raise,20.4686,1.8,3.21,25.2,17.5,49851030.5,165.7426131,118841582.8,1.944724816
5/14/2021,14.0314,16.03,20,25.75,32.7,34.5,30.1,34.5,34.5,8.5,8.6,23.2,26.24,9,raise,20.4686,1.8,3.04,25.2,17.5,49851030.5,165.7426131,118841582.8,1.944724816
5/21/2021,14.0314,16.03,20,25.75,32.7,34.5,30.1,34.5,34.5,8.5,8.6,23.2,26.16,9,raise,20.4686,1.8,2.96,25.2,17.5,49851030.5,165.7426131,118841582.8,1.944724816
5/28/2021,14.0314,16.03,20,25.75,30.7,32.99,30.1,31,32.9,8.5,8.6,23.2,25.97,9,raise,16.9686,0.3,2.77,25.2,17.5,49851030.5,165.7426131,118841582.8,1.944724816
6/4/2021,14.0314,16.03,20,25.75,30.7,32.99,30.1,31,32.9,8.5,8.6,24.6,25.91,9,raise,16.9686,0.3,1.31,26.6,17.5,50989279.77,165.68182,122332597,2.937535955
6/11/2021,13.9884,16.03,20,25.75,30.7,32.99,30.1,31,32.9,8.5,8.6,24.6,24.1,9,raise,17.0116,0.3,-0.5,26.6,17.5,50989279.77,165.68182,122332597,2.937535955
6/18/2021,13.9884,16.03,20,25.75,30.5,32,30.1,31,32.9,8.5,8.6,24.6,23.36,9,raise,17.0116,0.5,-1.24,26.6,17.5,50989279.77,165.68182,122332597,2.937535955
6/25/2021,13.9884,16.03,20,25.75,30.5,32,30.1,31,32.9,8.5,8.6,24.6,25.91,9,raise,17.0116,0.5,1.31,26.6,17.5,50989279.77,165.68182,122332597,2.937535955
7/2/2021,13.9884,16.03,20,25.75,30.5,32,30.1,31,32.9,8.5,8.62,24.6,25.04,9,hold,17.0116,0.5,0.44,26.6,17.5,48536845.11,175.5049296,113917798.3,-6.878623452
7/9/2021,13.9884,16.03,18,25.5,30.5,32,30.1,31,32.9,8.5,8.62,24.6,23.62,9,hold,17.0116,0.5,-0.98,26.6,17.5,48536845.11,175.5049296,113917798.3,-6.878623452
7/16/2021,13.9884,16.03,18,25.5,30.5,32,30.1,31,32.9,8.5,8.62,24.6,24.05,9,hold,17.0116,0.5,-0.55,26.6,17.5,48536845.11,175.5049296,113917798.3,-6.878623452
7/23/2021,13.9884,16.03,18,25.5,31.49,32.99,30.1,31,32.9,8.5,8.62,24.6,25.86,9,hold,17.0116,-0.49,1.26,26.6,17.5,48536845.11,175.5049296,113917798.3,-6.878623452
7/30/2021,13.9884,16.03,18,25.5,31.49,32.99,30.1,31,32.9,8.5,8.53,24.6,25.82,9,hold,17.0116,-0.49,1.22,26.6,17.5,48536845.11,175.5049296,113917798.3,-6.878623452
8/6/2021,13.9884,16.03,18,25.5,31.49,32.99,30.1,31,32.9,8.5,8.53,24.4,25.16,9,hold,17.0116,-0.49,0.76,26.4,17.5,46091468.3,138.414804,108100280,-5.1067686
8/11/2021,13.9884,16.03,18,25.5,31.49,32.99,30.1,31,32.9,8.5,8.53,24.4,25.85,9,hold,17.0116,-0.49,1.45,26.4,17.5,46091468.3,138.414804,108100280,-5.1067686
8/20/2021,13.9884,16.03,18,25.5,24,25,26,26.99,27,8.5,8.5,24.4,25.87,9,hold,13.0016,2.99,1.47,26.4,17.5,46091468.3,138.414804,108100280,-5.1067686
8/27/2021,13.9884,16.03,18,25.5,24,25,26,26.99,27,8.5,8.5,24.4,25.84,9,hold,13.0016,2.99,1.44,26.4,17.5,46091468.3,138.414804,108100280,-5.1067686
9/3/2021,12.5002,16.03,18,25.5,24,25,26,26.99,27,8.5,8.5,22.1,25.87,9,hold,14.4898,2.99,3.77,24.1,17.5,46309320.76,117.6190115,105441754.3,-2.459314333
9/10/2021,12.5002,16.03,17.8,25.5,20.95,22,23.49,26,26.5,8.5,7.79,22.1,25.9,9,hold,13.4998,5.05,3.8,24.1,17.5,46309320.76,117.6190115,105441754.3,-2.459314333
9/17/2021,11.5,13.99,16,17.8,20.95,22,23.49,26,26.5,8.5,7.79,22.1,25.94,9,hold,14.5,5.05,3.84,24.1,17.5,46309320.76,117.6190115,105441754.3,-2.459314333
9/24/2021,11.5,16,17.8,25.5,20.95,22,23.49,26,26.5,8.5,7.64,22.1,25.96,9,hold,14.5,5.05,3.86,24.1,17.5,46309320.76,117.6190115,105441754.3,-2.459314333
10/1/2021,10,14.5,16.5,19.5,20.95,22,23.49,26,26.5,8.5,7.64,21.1,25.85,9,hold,16,5.05,4.75,23.1,17.5,46225041.95,120.8730157,107661261,2.104959949
10/8/2021,10,14.5,16.5,19.5,20.95,22,23.49,26,26.5,8.5,7.64,21.1,25.95,9,hold,16,5.05,4.85,23.1,17.5,46225041.95,120.8730157,107661261,2.104959949
10/15/2021,9.7999,13.5,15,16,20.95,22,23.49,26,26.5,8.5,7.64,21.1,25.94,9,hold,16.2001,5.05,4.84,23.1,17.5,46225041.95,120.8730157,107661261,2.104959949
10/22/2021,9.7999,13.5,15,16,20.95,22,23.49,26,26.5,8.5,7.64,21.1,25.95,9,hold,16.2001,5.05,4.85,23.1,17.5,46225041.95,120.8730157,107661261,2.104959949
10/29/2021,9.7999,11,13,14,20.95,23.5,24.49,25.74,25.8,8.5,7.64,21.1,25.8,9,hold,15.9401,4.79,4.7,23.1,17.5,46225041.95,120.8730157,107661261,2.104959949
11/5/2021,9.7999,11,13,14,20.95,23.5,24.49,25.74,25.8,8.5,7.64,19.3,25.8,9,hold,15.9401,4.79,6.5,21.3,17.5,46135877.19,122.007965,109587665,1.789319546
11/12/2021,9.5,10,11,13.5,20.95,23.5,24.49,25.74,25.8,8.5,7.64,19.3,25.8,9,hold,16.24,4.79,6.5,21.3,17.5,46135877.19,122.007965,109587665,1.789319546
11/19/2021,9.5,10,11,13.5,20,23,24.44,25.24,26,8.5,7.64,19.3,25.54,9,hold,15.74,5.24,6.24,21.3,17.5,46135877.19,122.007965,109587665,1.789319546
11/26/2021,9.4,9.5,10.84,12,20,23,24.44,25.24,26,9,7.64,19.3,26.03,9,raise,15.84,5.24,6.73,21.3,18,46135877.19,122.007965,109587665,1.789319546
12/3/2021,9.4,9.5,10.84,12,20,23,24.44,25.24,26,9,7.64,16.4,26.03,9,raise,15.84,5.24,9.63,18.4,18,44679080.6,115.5078741,107625784.2,-1.790238723
12/10/2021,9.5,9.5,10,12,20,23,24.44,25.24,26,9,7.64,16.4,26.05,9,raise,15.74,5.24,9.65,18.4,18,44679080.6,115.5078741,107625784.2,-1.790238723
12/17/2021,9.5,9.5,10,12,19.5,21.95,23,24.09,26,9,7.64,16.4,25.72,9,raise,14.59,4.59,9.32,18.4,18,44679080.6,115.5078741,107625784.2,-1.790238723
12/24/2021,9.5,9.5,9.95,13.45,19.5,21.95,23,24.09,26,9,7.64,16.4,25.87,9,raise,14.59,4.59,9.47,18.4,18,44679080.6,115.5078741,107625784.2,-1.790238723
12/31/2021,9.5,9.5,9.95,13.45,19.5,21.95,23,24.09,26,9,7.64,16.4,25.86,9,raise,14.59,4.59,9.46,18.4,18,44679080.6,115.5078741,107625784.2,-1.790238723
1/7/2022,9.5,9.65,9.95,15,19.5,21.95,23,24.09,26,9,7.64,15.1,25.72,9,raise,14.59,4.59,10.62,17.1,18,44544585.98,106.5723224,110514529.3,2.684064206
1/14/2022,9.5,9.65,9.95,15,20.5,22.25,24.5,25.49,26,9,7.64,15.1,25.73,9,raise,15.99,4.99,10.63,17.1,18,44544585.98,106.5723224,110514529.3,2.684064206
1/21/2022,9.5,9.65,13,15,20.5,22.25,24.5,25.49,26,9,7.64,15.1,25.74,9,raise,15.99,4.99,10.64,17.1,18,44544585.98,106.5723224,110514529.3,2.684064206
1/28/2022,9.5,9.65,13,15,20.5,22.25,24.5,25.49,26,9,8.97,15.1,25.76,9,raise,15.99,4.99,10.66,17.1,18,44544585.98,106.5723224,110514529.3,2.684064206
2/4/2022,9.5,11.5,12.99,15,20.5,22.25,24.5,25.49,26,9,7.64,14.2,25.74,9,raise,15.99,4.99,11.54,16.2,18,44308887.03,111.3418712,108313930.5,-1.991230319
2/11/2022,9.5,11.5,12.99,15,20,22.25,24.5,25.49,26,9,8.97,14.2,25.76,9,raise,15.99,5.49,11.56,16.2,18,44308887.03,111.3418712,108313930.5,-1.991230319
2/18/2022,9.45,11.5,12.99,15,20,22.25,24.5,25.49,26,9,8.97,14.2,25.71,9,raise,16.04,5.49,11.51,16.2,18,44308887.03,111.3418712,108313930.5,-1.991230319
2/25/2022,9.45,11.5,12.99,15,20,22.25,24.5,25.49,26,9,8.97,14.2,25.8,9,raise,16.04,5.49,11.6,16.2,18,44308887.03,111.3418712,108313930.5,-1.991230319
3/4/2022,9.4,11.5,12.9,14.75,20,22.25,24.5,25.49,26,9,8.84,13.1,25.59,9,raise,16.09,5.49,12.49,15.1,18,44529493.37,110.3842533,110907963.2,2.394920661
3/11/2022,9.4,11.5,12.9,14.75,20,22.25,24.5,25.49,26,9,9,13.1,25.71,9,raise,16.09,5.49,12.61,15.1,18,44529493.37,110.3842533,110907963.2,2.394920661
3/18/2022,9.35,11.5,12.4,14.25,20,22.25,24.5,25.49,26,9,8.96,13.1,25.51,9,raise,16.14,5.49,12.41,15.1,18,44529493.37,110.3842533,110907963.2,2.394920661
3/25/2022,9.35,11.5,12.4,14.25,20,22.25,24.5,25.49,26,9,8.96,13.1,25.6,9,raise,16.14,5.49,12.5,15.1,18,44529493.37,110.3842533,110907963.2,2.394920661
4/1/2022,9.35,11.4,12.3,13.78,20,22.25,24.5,25.49,26,9,8.96,11.5,25.49,9,hold,16.14,5.49,13.99,13.5,18,43555188.44,106.8,113185363.2,2.053414373
4/8/2022,9.35,11.4,12.3,13.78,20,22.25,24.5,25.49,26,9,8.96,11.5,25.42,9,hold,16.14,5.49,13.92,13.5,18,43555188.44,106.8,113185363.2,2.053414373
4/15/2022,9.35,11.3,12.2,13.78,20,22.25,24.5,25.49,26,9,9,11.5,24.99,9,hold,16.14,5.49,13.49,13.5,18,43555188.44,106.8,113185363.2,2.053414373
4/22/2022,9.3001,11.3,12.2,13.78,20,22.5,24.5,25.25,26,9,9,11.5,24.79,9,hold,15.9499,5.25,13.29,13.5,18,43555188.44,106.8,113185363.2,2.053414373
4/29/2022,9.3001,11,11.7,13.28,20,22.5,24.5,25.25,26,9,9,11.5,25.46,9,hold,15.9499,5.25,13.96,13.5,18,43555188.44,106.8,113185363.2,2.053414373
5/6/2022,9.3001,11,11.7,13.28,20,22.5,24.5,25.25,26,9,9,10.2,25.26,9,hold,15.9499,5.25,15.06,12.2,18,43764155.62,99.31736828,115910501.7,2.407677431
5/13/2022,9.3001,10.8,11,13.75,20,22.5,24.5,25.25,26,9,9,10.2,25.24,9,hold,15.9499,5.25,15.04,12.2,18,43764155.62,99.31736828,115910501.7,2.407677431
5/20/2022,9.3001,10.8,11,13.75,20,22.5,24.5,25.25,26,9,9,10.2,25.28,9,hold,15.9499,5.25,15.08,12.2,18,43764155.62,99.31736828,115910501.7,2.407677431
5/27/2022,9.3001,10.5,10.95,13.75,20,22.5,24.5,25.25,26,9,9,10.2,25.2,9,hold,15.9499,5.25,15,12.2,18,43764155.62,99.31736828,115910501.7,2.407677431
6/3/2022,9.3001,10.5,10.95,13.75,20,22.5,24.5,25.25,26,9,9,9.7,25.22,9,hold,15.9499,5.25,15.52,11.7,18,44570924.15,99.6,115915171.2,0.00402852
6/10/2022,9.3001,10.5,10.95,13.75,20,22.5,24.5,25.25,26,9,9,9.7,25.14,9,hold,15.9499,5.25,15.44,11.7,18,44570924.15,99.6,115915171.2,0.00402852
6/17/2022,9.3001,10.5,10.95,13.75,20,22.5,24.5,25.25,26,9,9,9.7,25.14,9,hold,15.9499,5.25,15.44,11.7,18,44570924.15,99.6,115915171.2,0.00402852
6/24/2022,9.3001,10.45,10.95,13.75,20,22.5,24.5,25.25,26,9,9,9.7,24.52,9,hold,15.9499,5.25,14.82,11.7,18,44570924.15,99.6,115915171.2,0.00402852
7/1/2022,9.3001,10.45,10.95,13.75,20,22.5,24.5,25.25,26,9,9,9.9,25.14,9,hold,15.9499,5.25,15.24,11.9,18,45540986.93,93.32283572,119425236,3.028132403
7/8/2022,9.3001,10.4,12,14.5,20,22.5,24.5,25.25,26,9,9,9.9,25.08,9,hold,15.9499,5.25,15.18,11.9,18,45540986.93,93.32283572,119425236,3.028132403
7/15/2022,9.1615,11.5,13,14.5,20,22.5,24.5,25.25,26,9,9,9.9,25.15,9,hold,16.0885,5.25,15.25,11.9,18,45540986.93,93.32283572,119425236,3.028132403
7/22/2022,9.1615,11.45,12.75,14.4,22,24,24.5,25.75,27,9,9,9.9,25.17,9,hold,16.5885,3.75,15.27,11.9,18,45540986.93,93.32283572,119425236,3.028132403
7/29/2022,9.1615,11,12.75,15,22,24,24.5,25.75,27,9,9,9.9,25.2,9,hold,16.5885,3.75,15.3,11.9,18,45540986.93,93.32283572,119425236,3.028132403
8/5/2022,9.7499,11,12.75,15,22,24,24.5,25.75,27,9,9,9.8,25.06,9,hold,16.0001,3.75,15.26,11.8,18,44848401.09,90.83774955,120506068.3,0.905028354
8/12/2022,9.7499,10.75,12.75,15,22,24,24.5,25.75,27,9,9,9.8,25.22,9,hold,16.0001,3.75,15.42,11.8,18,44848401.09,90.83774955,120506068.3,0.905028354
8/19/2022,9.7499,10.75,12.75,15,22,24,24.5,27.75,27.75,9,9,9.8,25.19,9,hold,18.0001,5.75,15.39,11.8,18,44848401.09,90.83774955,120506068.3,0.905028354
8/26/2022,10,10.5,13,15,22,24,24.5,27.75,27.75,9,9,9.8,24.76,9,hold,17.75,5.75,14.96,11.8,18,44848401.09,90.83774955,120506068.3,0.905028354
9/2/2022,10,10.5,13,15,22,24,24.5,27.75,27.75,9,9,9.9,24.87,9,hold,17.75,5.75,14.97,11.9,18,46264370.17,86.33635824,122102424.2,1.324709994
9/9/2022,10,10.45,13,15,22,24,24.5,27.75,27.75,9,9,9.9,25.06,9,hold,17.75,5.75,15.16,11.9,18,46264370.17,86.33635824,122102424.2,1.324709994
9/16/2022,10,10.45,13,15,22,24,24.5,27.75,27.75,9,9,9.9,25.11,9,hold,17.75,5.75,15.21,11.9,18,46264370.17,86.33635824,122102424.2,1.324709994
9/23/2022,9.9402,10,12.7,15,22,24,24.5,27.75,27.75,9,9,9.9,25.25,9,hold,17.8098,5.75,15.35,11.9,18,46264370.17,86.33635824,122102424.2,1.324709994
9/30/2022,10,10,12.7,15,22,24,24.5,27.75,27.75,9,9,9.9,25.24,9,hold,17.75,5.75,15.34,11.9,18,46264370.17,86.33635824,122102424.2,1.324709994
10/7/2022,10,10,13,15,22,24,24.5,27.75,27.75,9,9,9.7,25.07,9,hold,17.75,5.75,15.37,11.7,18,47975546.76,86.42468748,121183754.1,-0.752376657
10/14/2022,10,10,13,15,22,24,24.5,27.75,27.75,9,9,9.7,25.13,9,hold,17.75,5.75,15.43,11.7,18,47975546.76,86.42468748,121183754.1,-0.752376657
10/21/2022,10,10,13,15,22,24,24.5,27.75,27.75,9,9,9.7,25.14,9,hold,17.75,5.75,15.44,11.7,18,47975546.76,86.42468748,121183754.1,-0.752376657
10/28/2022,10,10,13,15,22,24,25.4,27.64,27.75,9,9,9.7,25.11,9,hold,17.64,5.64,15.41,11.7,18,47975546.76,86.42468748,121183754.1,-0.752376657
11/4/2022,10,10,13,15,22,24,25.4,27.64,27.75,9,9,9.8,25.08,9,hold,17.64,5.64,15.28,11.8,18,49794554.45,91.56386902,124581179.7,2.803532257
11/11/2022,10,10,13,15,22,24,25.4,27.64,27.75,9,8.74,9.8,25.11,9,hold,17.64,5.64,15.31,11.8,18,49794554.45,91.56386902,124581179.7,2.803532257
11/18/2022,10,11.5,13,15,22,24,25.4,27.64,27.75,9,9,9.8,24.2,9,hold,17.64,5.64,14.4,11.8,18,49794554.45,91.56386902,124581179.7,2.803532257
11/25/2022,10,11.5,13,15,22,24,25.4,27.64,27.75,9,8.8,9.8,24.45,9,hold,17.64,5.64,14.65,11.8,18,49794554.45,91.56386902,124581179.7,2.803532257
12/2/2022,10,11.5,13,15,22,24,25.4,27.64,27.75,9,8.88,9.9,24.69,9,hold,17.64,5.64,14.79,11.9,18,52453673.31,99.36421159,133998292,7.559016779
12/9/2022,10,11.5,13,15,22,24,25.4,27.64,27.75,9,9,9.9,25.08,9,hold,17.64,5.64,15.18,11.9,18,52453673.31,99.36421159,133998292,7.559016779
12/16/2022,10,11.5,12.5,15,22,24,25.4,27.64,27.75,9,9,9.9,24.5,9,hold,17.64,5.64,14.6,11.9,18,52453673.31,99.36421159,133998292,7.559016779
12/23/2022,10,11.5,12.5,15,22,24,25.4,27.64,27.75,9,9,9.9,25.3,9,hold,17.64,5.64,15.4,11.9,18,52453673.31,99.36421159,133998292,7.559016779
12/30/2022,10,11.5,12.5,15,22,24,25.4,27.64,27.75,9,9,9.9,25.32,9,hold,17.64,5.64,15.42,11.9,18,52453673.31,99.36421159,133998292,7.559016779
1/6/2023,9.7499,11.5,12.5,15,22,24,25.4,27.64,27.75,9,9,9.4,25.23,9,hold,17.8901,5.64,15.83,11.4,18,53942898.96,104.0982313,133417579.1,-0.433373358
1/13/2023,9.7499,11.5,12,14.99,22,24,25.4,27.64,27.75,9,9,9.4,25.29,9,hold,17.8901,5.64,15.89,11.4,18,53942898.96,104.0982313,133417579.1,-0.433373358
1/20/2023,9.7499,11.5,12,14.99,22,24,25.4,27.75,27.75,9,9,9.4,25.19,9,hold,18.0001,5.75,15.79,11.4,18,53942898.96,104.0982313,133417579.1,-0.433373358
1/27/2023,9.7499,11.5,12,14.99,22,24,25.4,27.75,27.75,9,9,9.4,25.22,9,hold,18.0001,5.75,15.82,11.4,18,53942898.96,104.0982313,133417579.1,-0.433373358
2/3/2023,9.7499,11.5,12,14.99,22,24,25.4,27.75,27.75,9,9,9.6,25.23,9,hold,18.0001,5.75,15.63,11.6,18,55440764.42,105.4729082,140523189.2,5.325842466
2/10/2023,10.0034,11.5,13,15.25,22,24,25.4,27.75,27.75,9,9,9.6,25.08,9,hold,17.7466,5.75,15.48,11.6,18,55440764.42,105.4729082,140523189.2,5.325842466
2/17/2023,10.0034,11.5,13,15.25,22,24,25.4,27.75,27.75,9.25,9,9.6,25.28,11.5,raise,17.7466,5.75,15.68,11.6,20.75,55440764.42,105.4729082,140523189.2,5.325842466
2/24/2023,10.0034,11.5,14,15.75,22,24,25.4,27.75,27.75,9.25,9,9.6,25.4,11.5,raise,17.7466,5.75,15.8,11.6,20.75,55440764.42,105.4729082,140523189.2,5.325842466
3/3/2023,10.0034,11.5,13.5,15.75,22,24,25.4,27.75,27.75,9.25,9,9.9,25.25152673,11.5,raise,17.7466,5.75,15.35152673,11.9,20.75,56027623.85,110.3,144162058.1,2.589514908
